date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:06:08	152687/152687	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Feb%202026%2010:10:52%20GMT	https://www.sasken.com/	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/index.html	(from )
19:06:09	151/151	---MCZ	200	added ('OK')	text/plain	etag:W/%22e8e85675dbc6f6ae78cda36bcb650d5a%22	https://www.sasken.com/robots.txt		(from )
19:06:09	4074/4074	---M--	200	added ('OK')	image/png	etag:%2213f6149b70d0787065499c3561909624%22	https://www.sasken.com/hubfs/fav-icon_0.png	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hubfs/fav-icon_0.png	(from https://www.sasken.com/)
19:06:09	12845/12845	---MCZ	200	added ('OK')	text/css	etag:W/%222f29ac40397f91fc6a9083955ecb992f%22	https://www.sasken.com/hubfs/hub_generated/template_assets/1/117882741121/1743227830766/template_sasken-home-bootstrap.min.css	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hubfs/hub_generated/template_assets/1/117882741121/1743227830766/template_sasken-home-bootstrap.min.css	(from https://www.sasken.com/)
19:06:09	26439/26439	---MCZ	200	added ('OK')	text/css	etag:W/%220911341608ff75b7847126f93beb9584%22	https://www.sasken.com/hubfs/hub_generated/template_assets/1/19868754007/1743227813637/template_common-style.min.css	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hubfs/hub_generated/template_assets/1/19868754007/1743227813637/template_common-style.min.css	(from https://www.sasken.com/)
19:06:10	2257/2257	---MCZ	200	added ('OK')	text/css	etag:W/%2293575b9e552e93af0f2d0bca7a0621fb%22	https://www.sasken.com/hubfs/hub_generated/template_assets/1/66919354150/1743227821468/template_slick-theme.min.css	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hubfs/hub_generated/template_assets/1/66919354150/1743227821468/template_slick-theme.min.css	(from https://www.sasken.com/)
19:06:10	1299/1299	---MCZ	200	added ('OK')	text/css	etag:W/%2250424795a4c8f41eaba805785dcd11a3%22	https://www.sasken.com/hubfs/hub_generated/template_assets/1/66917759488/1743227820351/template_slick.min.css	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hubfs/hub_generated/template_assets/1/66917759488/1743227820351/template_slick.min.css	(from https://www.sasken.com/)
19:06:10	22519/22519	---MCZ	200	added ('OK')	text/css	etag:W/%22d57df3dcf8d8826f696eb3156df8c3ec%22	https://www.sasken.com/hubfs/hub_generated/module_assets/1/195107540854/1768204005997/module_MarTech_Header_2025.css	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hubfs/hub_generated/module_assets/1/195107540854/1768204005997/module_MarTech_Header_2025.css	(from https://www.sasken.com/)
19:06:10	4465/4465	---MCZ	200	added ('OK')	text/css	etag:W/%22c612761e1f147a04d67b349b3cd9f6ba%22	https://www.sasken.com/hubfs/hub_generated/module_assets/1/192019676172/1754458043905/module_Advanced_Hero_Slider_Dynamic_-_2025.min.css	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hubfs/hub_generated/module_assets/1/192019676172/1754458043905/module_Advanced_Hero_Slider_Dynamic_-_2025.min.css	(from https://www.sasken.com/)
19:06:10	1859/1859	---MCZ	200	added ('OK')	text/css	etag:W/%22aab71f187df5c7c3cbdb7e8822c4b7b0%22	https://www.sasken.com/hubfs/hub_generated/template_assets/1/117837507159/1743227829173/template_Sasken_Focus_Numbers.min.css	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hubfs/hub_generated/template_assets/1/117837507159/1743227829173/template_Sasken_Focus_Numbers.min.css	(from https://www.sasken.com/)
19:06:10	6183/6183	---MCZ	200	added ('OK')	text/css	etag:W/%22c0a467207676ac40dc39d125f92ac5d5%22	https://www.sasken.com/hubfs/hub_generated/module_assets/1/195106966817/1756191556037/module_MarTech_Footer_Global_2025.min.css	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hubfs/hub_generated/module_assets/1/195106966817/1756191556037/module_MarTech_Footer_Global_2025.min.css	(from https://www.sasken.com/)
19:06:12	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20Feb%202026%2013:36:11%20GMT	http://7052064.fs1.hubspotusercontent-na1.net/hubfs/7052064/hub_generated/template_assets/DEFAULT_ASSET/1771018353273/template_layout.min.css	C:/My_Web_Sites/sasken_httrack/Sasken_small/7052064.fs1.hubspotusercontent-na1.net/hubfs/7052064/hub_generated/template_assets/DEFAULT_ASSET/1771018353273/template_layout.min.b.delayed	(from https://www.sasken.com/)
19:06:12	4562/4562	---MCZ	200	added ('OK')	text/css	etag:W/%22fda5882b24ca5a84d04d090722dc713b%22	https://7052064.fs1.hubspotusercontent-na1.net/hubfs/7052064/hub_generated/template_assets/DEFAULT_ASSET/1771018353273/template_layout.min.css	C:/My_Web_Sites/sasken_httrack/Sasken_small/7052064.fs1.hubspotusercontent-na1.net/hubfs/7052064/hub_generated/template_assets/DEFAULT_ASSET/1771018353273/template_layout.min.css	(from https://www.sasken.com/)
19:06:14	6812/6812	---M--	200	added ('OK')	image/png	etag:%22dfaa706ff6de7308024860c36589847d%22	https://www.sasken.com/hubfs/Sasken-Logo_Theme.png	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hubfs/Sasken-Logo_Theme.png	(from https://www.sasken.com/)
19:06:15	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d5a61c749e44e47159af8a6579dda121%22	https://www.sasken.com/hubfs/Sasken%20Feb-2022/Slider%20Files/slick.min.js	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hubfs/Sasken%20Feb-2022/Slider%20Files/slick.min.js	(from https://www.sasken.com/)
19:06:15	52310/52310	---MC-	200	added ('OK')	text/javascript	date:Tue,%2015%20Jul%202025%2000:44:26%20GMT	http://www.google-analytics.com/analytics.js	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.google-analytics.com/analytics.js	(from https://www.sasken.com/)
19:06:15	285314/285314	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-45a82%22	https://code.jquery.com/jquery-3.7.1.js	C:/My_Web_Sites/sasken_httrack/Sasken_small/code.jquery.com/jquery-3.7.1.js	(from https://www.sasken.com/)
19:06:15	105722/105722	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:33:10%20GMT	https://www.sasken.com/industry-listing	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industry-listing.html	(from https://www.sasken.com/)
19:06:15	115504/115504	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:19%20GMT	https://www.sasken.com/industries/automotive	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/automotive.html	(from https://www.sasken.com/)
19:06:15	128946/128946	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:24%20GMT	https://www.sasken.com/industries/automotive/adas-autonomous	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/automotive/adas-autonomous.html	(from https://www.sasken.com/)
19:06:15	127958/127958	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:22%20GMT	https://www.sasken.com/industries/automotive/integrated-cockpit	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/automotive/integrated-cockpit.html	(from https://www.sasken.com/)
19:06:15	130320/130320	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:23%20GMT	https://www.sasken.com/industries/automotive/telematics-v2x-smart-mobility	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/automotive/telematics-v2x-smart-mobility.html	(from https://www.sasken.com/)
19:06:16	113928/113928	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:17%20GMT	https://www.sasken.com/industries/enterprise-devices	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/enterprise-devices.html	(from https://www.sasken.com/)
19:06:17	122294/122294	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:33:16%20GMT	https://www.sasken.com/industries/enterprise-devices/hardware-design-and-development	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/enterprise-devices/hardware-design-and-development.html	(from https://www.sasken.com/)
19:06:19	117903/117903	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:25%20GMT	https://www.sasken.com/industries/enterprise-devices/embedded-software-development	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/enterprise-devices/embedded-software-development.html	(from https://www.sasken.com/)
19:06:20	112892/112892	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:20%20GMT	https://www.sasken.com/industries/enterprise-devices/android-security-management-services	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/enterprise-devices/android-security-management-services.html	(from https://www.sasken.com/)
19:06:20	114495/114495	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:19%20GMT	https://www.sasken.com/industries/enterprise-devices/android-services	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/enterprise-devices/android-services.html	(from https://www.sasken.com/)
19:06:21	114589/114589	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:11%20GMT	https://www.sasken.com/industries/enterprise-devices/device-and-platform-testing	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/enterprise-devices/device-and-platform-testing.html	(from https://www.sasken.com/)
19:06:22	114072/114072	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:25%20GMT	https://www.sasken.com/industries/semiconductor	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/semiconductor.html	(from https://www.sasken.com/)
19:06:22	125898/125898	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:18%20GMT	https://www.sasken.com/industries/semiconductor/hardware-design	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/semiconductor/hardware-design.html	(from https://www.sasken.com/)
19:06:24	119765/119765	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:16%20GMT	https://www.sasken.com/industries/semiconductor/platform-and-application-software	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/semiconductor/platform-and-application-software.html	(from https://www.sasken.com/)
19:06:25	120991/120991	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:22%20GMT	https://www.sasken.com/industries/semiconductor/modem-software-development	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/semiconductor/modem-software-development.html	(from https://www.sasken.com/)
19:06:26	114028/114028	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:07%20GMT	https://www.sasken.com/industries/consumer-electronics	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/consumer-electronics.html	(from https://www.sasken.com/)
19:06:26	124727/124727	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:22%20GMT	https://www.sasken.com/industries/consumer-electronics/hardware-design-and-development	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/consumer-electronics/hardware-design-and-development.html	(from https://www.sasken.com/)
19:06:27	120372/120372	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:17%20GMT	https://www.sasken.com/industries/consumer-electronics/embedded-software-development	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/consumer-electronics/embedded-software-development.html	(from https://www.sasken.com/)
19:06:28	131411/131411	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:23%20GMT	https://www.sasken.com/industries/consumer-electronics/application-development	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/consumer-electronics/application-development.html	(from https://www.sasken.com/)
19:06:29	115119/115119	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:06%20GMT	https://www.sasken.com/industries/consumer-electronics/android-security-management-services	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/consumer-electronics/android-security-management-services.html	(from https://www.sasken.com/)
19:06:30	116905/116905	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:08%20GMT	https://www.sasken.com/industries/consumer-electronics/device-and-platform-testing	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/consumer-electronics/device-and-platform-testing.html	(from https://www.sasken.com/)
19:06:31	109359/109359	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:26%20GMT	https://www.sasken.com/industries/satcom	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/satcom.html	(from https://www.sasken.com/)
19:06:32	117310/117310	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:18%20GMT	https://www.sasken.com/industries/satcom/access-network-enhancement-maintenance-and-ip	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/satcom/access-network-enhancement-maintenance-and-ip.html	(from https://www.sasken.com/)
19:06:33	117334/117334	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:25%20GMT	https://www.sasken.com/industries/satcom/application-development	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/satcom/application-development.html	(from https://www.sasken.com/)
19:06:34	116442/116442	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:21%20GMT	https://www.sasken.com/industries/satcom/embedded-software-development	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/satcom/embedded-software-development.html	(from https://www.sasken.com/)
19:06:34	119887/119887	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:20%20GMT	https://www.sasken.com/industries/satcom/terminal-design-and-development	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/satcom/terminal-design-and-development.html	(from https://www.sasken.com/)
19:06:34	111888/111888	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:23%20GMT	https://www.sasken.com/industries/telecom	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/telecom.html	(from https://www.sasken.com/)
19:06:35	120610/120610	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:22%20GMT	https://www.sasken.com/industries/telecom/modem-software-development	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/telecom/modem-software-development.html	(from https://www.sasken.com/)
19:06:36	118119/118119	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:20%20GMT	https://www.sasken.com/industries/telecom/radio-access-networks	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/telecom/radio-access-networks.html	(from https://www.sasken.com/)
19:06:36	113176/113176	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:25%20GMT	https://www.sasken.com/industries/industrials	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/industrials.html	(from https://www.sasken.com/)
19:06:38	118921/118921	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:18%20GMT	https://www.sasken.com/industries/industrials/off-highway-machines	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/industrials/off-highway-machines.html	(from https://www.sasken.com/)
19:06:39	122460/122460	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:21%20GMT	https://www.sasken.com/industries/industrials/connected-manufacturing	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/industrials/connected-manufacturing.html	(from https://www.sasken.com/)
19:06:40	124868/124868	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:08%20GMT	https://www.sasken.com/industries/industrials/machine-tools	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/industries/industrials/machine-tools.html	(from https://www.sasken.com/)
19:06:41	119340/119340	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:23%20GMT	https://www.sasken.com/transportation-services	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/transportation-services.html	(from https://www.sasken.com/)
19:06:41	106294/106294	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:19%20GMT	https://www.sasken.com/digital	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/digital.html	(from https://www.sasken.com/)
19:06:41	111420/111420	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:07%20GMT	https://www.sasken.com/digital/platform-development-sustenance	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/digital/platform-development-sustenance.html	(from https://www.sasken.com/)
19:06:43	110562/110562	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:18%20GMT	https://www.sasken.com/digital/mobility	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/digital/mobility.html	(from https://www.sasken.com/)
19:06:43	111452/111452	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:21%20GMT	https://www.sasken.com/digital/data-analytics	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/digital/data-analytics.html	(from https://www.sasken.com/)
19:06:43	109667/109667	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:08%20GMT	https://www.sasken.com/digital/internet-of-things	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/digital/internet-of-things.html	(from https://www.sasken.com/)
19:06:43	125830/125830	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:23%20GMT	https://www.sasken.com/digital/digital-testing	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/digital/digital-testing.html	(from https://www.sasken.com/)
19:06:44	115357/115357	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:08%20GMT	https://www.sasken.com/digital/devops	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/digital/devops.html	(from https://www.sasken.com/)
19:06:45	110550/110550	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:23%20GMT	https://www.sasken.com/digital/blockchain	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/digital/blockchain.html	(from https://www.sasken.com/)
19:06:45	168681/168681	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:33:26%20GMT	https://www.sasken.com/sasken-product-security	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/sasken-product-security.html	(from https://www.sasken.com/)
19:06:46	95745/95745	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:33:18%20GMT	https://www.sasken.com/aws	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/aws.html	(from https://www.sasken.com/)
19:06:46	84075/84075	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:23%20GMT	https://www.sasken.com/product-engineering/overview	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/product-engineering/overview.html	(from https://www.sasken.com/)
19:06:47	190577/190577	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Feb%202026%2005:19:22%20GMT	https://www.sasken.com/insights/success-stories	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/insights/success-stories.html	(from https://www.sasken.com/)
19:06:47	93492/93492	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:33:18%20GMT	https://www.sasken.com/insights/saskens-focus-areas	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/insights/saskens-focus-areas.html	(from https://www.sasken.com/)
19:06:48	118485/118485	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:33:29%20GMT	https://www.sasken.com/insights/customer-speaks	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/insights/customer-speaks.html	(from https://www.sasken.com/)
19:06:50	91441/91441	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:16%20GMT	https://www.sasken.com/business-continuity-success-stories	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/business-continuity-success-stories.html	(from https://www.sasken.com/)
19:06:51	79910/79910	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:32:51%20GMT	https://www.sasken.com/insights/case-study	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/insights/case-study.html	(from https://www.sasken.com/)
19:06:51	105029/105029	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:26%20GMT	https://www.sasken.com/insights/white-papers	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/insights/white-papers.html	(from https://www.sasken.com/)
19:06:53	168155/168155	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:26%20GMT	https://www.sasken.com/insights/buzz	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/insights/buzz.html	(from https://www.sasken.com/)
19:06:53	81233/81233	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:21%20GMT	https://www.sasken.com/about-us/corporate-profile	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/about-us/corporate-profile.html	(from https://www.sasken.com/)
19:06:53	73759/73759	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:25%20GMT	https://www.sasken.com/saskens-brand-story	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/saskens-brand-story.html	(from https://www.sasken.com/)
19:06:53	86864/86864	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:26%20GMT	https://www.sasken.com/investors	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/investors.html	(from https://www.sasken.com/)
19:06:54	95184/95184	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:22%20GMT	https://www.sasken.com/about-us/our-leaders	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/about-us/our-leaders.html	(from https://www.sasken.com/)
19:06:54	89233/89233	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:33:27%20GMT	https://www.sasken.com/news	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/news.html	(from https://www.sasken.com/)
19:06:54	147817/147817	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2006:26:59%20GMT	https://www.sasken.com/about-us/recognitions	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/about-us/recognitions.html	(from https://www.sasken.com/)
19:06:54	87148/87148	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:07%20GMT	https://www.sasken.com/about-us/partnerships-and-alliances	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/about-us/partnerships-and-alliances.html	(from https://www.sasken.com/)
19:06:55	119007/119007	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:33:26%20GMT	https://www.sasken.com/sustainability-sasken	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/sustainability-sasken.html	(from https://www.sasken.com/)
19:06:55	122983/122983	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:33:22%20GMT	https://www.sasken.com/csr	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/csr.html	(from https://www.sasken.com/)
19:06:55	118944/118944	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:24:15%20GMT	https://www.sasken.com/contact-us	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/contact-us.html	(from https://www.sasken.com/)
19:06:55	440006/440006	---M--	200	added ('OK')	image/jpeg	etag:%22b59554bcf957c2e30f2e761e4de550d8%22	https://www.sasken.com/hubfs/ICAI%20Award-2.jpg	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hubfs/ICAI%20Award-2.jpg	(from https://www.sasken.com/)
19:06:56	850444/850444	---M--	200	added ('OK')	image/jpeg	etag:%227f46b976307bb1adccabad8667d9dabb%22	https://www.sasken.com/hubfs/SatshowBG-1.jpg	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hubfs/SatshowBG-1.jpg	(from https://www.sasken.com/)
19:06:56	42085/42085	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Feb%202026%2004:33:20%20GMT	https://www.sasken.com/jp/	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/jp/index.html	(from https://www.sasken.com/)
19:06:56	1027609/1027609	---M--	200	added ('OK')	image/jpeg	etag:%22a5787fe7216d9a1188263aef77a9e7d4%22	https://www.sasken.com/hubfs/MWCbg.jpg	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hubfs/MWCbg.jpg	(from https://www.sasken.com/)
19:06:56	512495/512495	---M--	200	added ('OK')	image/jpeg	etag:%22c01b168f3868ca5756ff9bf3973eb979%22	https://www.sasken.com/hubfs/AvtarAwards.jpg	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hubfs/AvtarAwards.jpg	(from https://www.sasken.com/)
19:06:56	569608/569608	---M--	200	added ('OK')	image/jpeg	etag:%2207e08dc69f35037968aa1df29c986b0b%22	https://www.sasken.com/hubfs/BG_3.jpg	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hubfs/BG_3.jpg	(from https://www.sasken.com/)
19:06:57	12269/12269	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Nov%202025%2013:15:09%20GMT	https://www.sasken.com/hs-fs/hubfs/Sasken_global/home/5G.webp?width=373&height=260&name=5G.webp	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hs-fs/hubfs/Sasken_global/home/5Gf9c4.jpg	(from https://www.sasken.com/)
19:06:57	18108/18108	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Nov%202025%2013:03:08%20GMT	https://www.sasken.com/hs-fs/hubfs/Sasken_global/home/iot.webp?width=373&height=260&name=iot.webp	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hs-fs/hubfs/Sasken_global/home/iot027c.jpg	(from https://www.sasken.com/)
19:06:57	20607/20607	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Nov%202025%2012:56:44%20GMT	https://www.sasken.com/hs-fs/hubfs/Sasken_global/home/AI-AND-ML.webp?width=376&height=550&name=AI-AND-ML.webp	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hs-fs/hubfs/Sasken_global/home/AI-AND-ML5a5b.jpg	(from https://www.sasken.com/)
19:06:58	14427/14427	---M--	200	added ('OK')	image/jpeg	date:Sat,%2022%20Nov%202025%2013:08:09%20GMT	https://www.sasken.com/hs-fs/hubfs/Sasken_global/home/v2x.webp?width=378&height=260&name=v2x.webp	C:/My_Web_Sites/sasken_httrack/Sasken_small/www.sasken.com/hs-fs/hubfs/Sasken_global/home/v2xf2e3.jpg	(from https://www.sasken.com/)
